Time,System Production (W),Solar Production (W)
06/28/2017 23:15,"0","0"
06/28/2017 23:30,"0","0"
06/28/2017 23:45,"0","0"
06/29/2017 00:00,"0","0"
06/29/2017 00:15,"0","0"
06/29/2017 00:30,"0","0"
06/29/2017 00:45,"0","0"
06/29/2017 01:00,"0","0"
06/29/2017 01:15,"0","0"
06/29/2017 01:30,"0","0"
06/29/2017 01:45,"0","0"
06/29/2017 02:00,"0","0"
06/29/2017 02:15,"0","0"
06/29/2017 02:30,"0","0"
06/29/2017 02:45,"0","0"
06/29/2017 03:00,"0","0"
06/29/2017 03:15,"0","0"
06/29/2017 03:30,"0","0"
06/29/2017 03:45,"0","0"
06/29/2017 04:00,"0","0"
06/29/2017 04:15,"0","0"
06/29/2017 04:30,"0","0"
06/29/2017 04:45,"0","0"
06/29/2017 05:00,"0","0"
06/29/2017 05:15,"0","0"
06/29/2017 05:30,"0","0"
06/29/2017 05:45,"0","0"
06/29/2017 06:00,"18","18"
06/29/2017 06:15,"42","42"
06/29/2017 06:30,"266","266"
06/29/2017 06:45,"550","550"
06/29/2017 07:00,"469","469"
06/29/2017 07:15,"647","647"
06/29/2017 07:30,"778","778"
06/29/2017 07:45,"1155","1155"
06/29/2017 08:00,"1565","1565"
06/29/2017 08:15,"1927","1927"
06/29/2017 08:30,"2441","2441"
06/29/2017 08:45,"2730","2730"
06/29/2017 09:00,"3352","3352"
06/29/2017 09:15,"3498","3498"
06/29/2017 09:30,"1371","1371"
06/29/2017 09:45,"3534","3534"
06/29/2017 10:00,"4238","4238"
06/29/2017 10:15,"4569","4569"
06/29/2017 10:30,"4762","4762"
06/29/2017 10:45,"4598","4598"
06/29/2017 11:00,"5044","5044"
06/29/2017 11:15,"5052","5052"
06/29/2017 11:30,"5350","5350"
06/29/2017 11:45,"5291","5291"
06/29/2017 12:00,"5239","5239"
06/29/2017 12:15,"5392","5392"
06/29/2017 12:30,"6012","6012"
06/29/2017 12:45,"5159","5159"
06/29/2017 13:00,"3879","3879"
06/29/2017 13:15,"4828","4828"
06/29/2017 13:30,"2896","2896"
06/29/2017 13:45,"2862","2862"
06/29/2017 14:00,"6131","6131"
06/29/2017 14:15,"3175","3175"
06/29/2017 14:30,"2422","2422"
06/29/2017 14:45,"2252","2252"
06/29/2017 15:00,"2399","2399"
06/29/2017 15:15,"2119","2119"
06/29/2017 15:30,"2738","2738"
06/29/2017 15:45,"2565","2565"
06/29/2017 16:00,"2374","2374"
06/29/2017 16:15,"1235","1235"
06/29/2017 16:30,"2171","2171"
06/29/2017 16:45,"3770","3770"
06/29/2017 17:00,"4394","4394"
06/29/2017 17:15,"681","681"
06/29/2017 17:30,"3034","3034"
06/29/2017 17:45,"772","772"
06/29/2017 18:00,"691","691"
06/29/2017 18:15,"643","643"
06/29/2017 18:30,"345","345"
06/29/2017 18:45,"463","463"
06/29/2017 19:00,"27","27"
06/29/2017 19:15,"36","36"
06/29/2017 19:30,"516","516"
06/29/2017 19:45,"548","548"
06/29/2017 20:00,"678","678"
06/29/2017 20:15,"232","232"
06/29/2017 20:30,"32","32"
06/29/2017 20:45,"0","0"
06/29/2017 21:00,"0","0"
06/29/2017 21:15,"0","0"
06/29/2017 21:30,"0","0"
06/29/2017 21:45,"0","0"
06/29/2017 22:00,"0","0"
06/29/2017 22:15,"0","0"
06/29/2017 22:30,"0","0"
06/29/2017 22:45,"0","0"
06/29/2017 23:00,"0","0"
06/29/2017 23:15,"0","0"
06/29/2017 23:30,"0","0"
06/29/2017 23:45,"0","0"
06/30/2017 00:00,"0","0"
06/30/2017 00:15,"0","0"
06/30/2017 00:30,"0","0"
06/30/2017 00:45,"0","0"
06/30/2017 01:00,"0","0"
06/30/2017 01:15,"0","0"
06/30/2017 01:30,"0","0"
06/30/2017 01:45,"0","0"
06/30/2017 02:00,"0","0"
06/30/2017 02:15,"0","0"
06/30/2017 02:30,"0","0"
06/30/2017 02:45,"0","0"
06/30/2017 03:00,"0","0"
06/30/2017 03:15,"0","0"
06/30/2017 03:30,"0","0"
06/30/2017 03:45,"0","0"
06/30/2017 04:00,"0","0"
06/30/2017 04:15,"0","0"
06/30/2017 04:30,"0","0"
06/30/2017 04:45,"0","0"
06/30/2017 05:00,"0","0"
06/30/2017 05:15,"0","0"
06/30/2017 05:30,"0","0"
06/30/2017 05:45,"0","0"
06/30/2017 06:00,"0","0"
06/30/2017 06:15,"0","0"
06/30/2017 06:30,"0","0"
06/30/2017 06:45,"286","286"
06/30/2017 07:00,"210.5","210.5"
06/30/2017 07:15,"159","159"
06/30/2017 07:30,"380","380"
06/30/2017 07:45,"827","827"
06/30/2017 08:00,"577","577"
06/30/2017 08:15,"1016","1016"
06/30/2017 08:30,"3385","3385"
06/30/2017 08:45,"2011","2011"
06/30/2017 09:00,"951","951"
06/30/2017 09:15,"1081","1081"
06/30/2017 09:30,"946","946"
06/30/2017 09:45,"3879","3879"
06/30/2017 10:00,"2361","2361"
06/30/2017 10:15,"0","0"
06/30/2017 10:30,"1562","1562"
06/30/2017 10:45,"3490","3490"
06/30/2017 11:00,"5573","5573"
06/30/2017 11:15,"1602","1602"
06/30/2017 11:30,"6057","6057"
06/30/2017 11:45,"2808","2808"
06/30/2017 12:00,"3909","3909"
06/30/2017 12:15,"6740","6740"
06/30/2017 12:30,"6116","6116"
06/30/2017 12:45,"6592","6592"
06/30/2017 13:00,"6092","6092"
06/30/2017 13:15,"1715","1715"
06/30/2017 13:30,"5236","5236"
06/30/2017 13:45,"2841","2841"
06/30/2017 14:00,"5921","5921"
06/30/2017 14:15,"6117","6117"
06/30/2017 14:30,"5645","5645"
06/30/2017 14:45,"5513","5513"
06/30/2017 15:00,"5701","5701"
06/30/2017 15:15,"5899","5899"
06/30/2017 15:30,"5163","5163"
06/30/2017 15:45,"3440","3440"
06/30/2017 16:00,"737","737"
06/30/2017 16:15,"884","884"
06/30/2017 16:30,"1203","1203"
06/30/2017 16:45,"28","28"
06/30/2017 17:00,"525","525"
06/30/2017 17:15,"622","622"
06/30/2017 17:30,"686","686"
06/30/2017 17:45,"641","641"
06/30/2017 18:00,"223","223"
06/30/2017 18:15,"39","39"
06/30/2017 18:30,"31","31"
06/30/2017 18:45,"42","42"
06/30/2017 19:00,"532","532"
06/30/2017 19:15,"231","231"
06/30/2017 19:30,"361","361"
06/30/2017 19:45,"211","211"
06/30/2017 20:00,"31","31"
06/30/2017 20:15,"0","0"
06/30/2017 20:30,"0","0"
06/30/2017 20:45,"0","0"
06/30/2017 21:00,"0","0"
06/30/2017 21:15,"0","0"
06/30/2017 21:30,"0","0"
06/30/2017 21:45,"0","0"
06/30/2017 22:00,"0","0"
06/30/2017 22:15,"0","0"
06/30/2017 22:30,"0","0"
06/30/2017 22:45,"0","0"
06/30/2017 23:00,"0","0"
06/30/2017 23:15,"0","0"
06/30/2017 23:30,"0","0"
06/30/2017 23:45,"0","0"
07/01/2017 00:00,"0","0"
07/01/2017 00:15,"0","0"
07/01/2017 00:30,"0","0"
07/01/2017 00:45,"0","0"
07/01/2017 01:00,"0","0"
07/01/2017 01:15,"0","0"
07/01/2017 01:30,"0","0"
07/01/2017 01:45,"0","0"
07/01/2017 02:00,"0","0"
07/01/2017 02:15,"0","0"
07/01/2017 02:30,"0","0"
07/01/2017 02:45,"0","0"
07/01/2017 03:00,"0","0"
07/01/2017 03:15,"0","0"
07/01/2017 03:30,"0","0"
07/01/2017 03:45,"0","0"
07/01/2017 04:00,"0","0"
07/01/2017 04:15,"0","0"
07/01/2017 04:30,"0","0"
07/01/2017 04:45,"0","0"
07/01/2017 05:00,"0","0"
07/01/2017 05:15,"0","0"
07/01/2017 05:30,"0","0"
07/01/2017 05:45,"0","0"
07/01/2017 06:00,"0","0"
07/01/2017 06:15,"22","22"
07/01/2017 06:30,"17","17"
07/01/2017 06:45,"238","238"
07/01/2017 07:00,"333","333"
07/01/2017 07:15,"579","579"
07/01/2017 07:30,"1362","1362"
07/01/2017 07:45,"830","830"
07/01/2017 08:00,"837","837"
07/01/2017 08:15,"702","702"
07/01/2017 08:30,"805","805"
07/01/2017 08:45,"688","688"
07/01/2017 09:00,"1059","1059"
07/01/2017 09:15,"345","345"
07/01/2017 09:30,"909","909"
07/01/2017 09:45,"808","808"
07/01/2017 10:00,"446","446"
07/01/2017 10:15,"748","748"
07/01/2017 10:30,"942","942"
07/01/2017 10:45,"923","923"
07/01/2017 11:00,"2025","2025"
07/01/2017 11:15,"2142","2142"
07/01/2017 11:30,"1357","1357"
07/01/2017 11:45,"1466","1466"
07/01/2017 12:00,"1569","1569"
07/01/2017 12:15,"7431","7431"
07/01/2017 12:30,"2391","2391"
07/01/2017 12:45,"2012","2012"
07/01/2017 13:00,"6227","6227"
07/01/2017 13:15,"4616","4616"
07/01/2017 13:30,"7494","7494"
07/01/2017 13:45,"2973","2973"
07/01/2017 14:00,"5450","5450"
07/01/2017 14:15,"1731","1731"
07/01/2017 14:30,"7052","7052"
07/01/2017 14:45,"6059","6059"
07/01/2017 15:00,"3428","3428"
07/01/2017 15:15,"5825","5825"
07/01/2017 15:30,"1673","1673"
07/01/2017 15:45,"1809","1809"
07/01/2017 16:00,"4879","4879"
07/01/2017 16:15,"3556","3556"
07/01/2017 16:30,"3430","3430"
07/01/2017 16:45,"2073","2073"
07/01/2017 17:00,"1435","1435"
07/01/2017 17:15,"1458","1458"
07/01/2017 17:30,"1190","1190"
07/01/2017 17:45,"1713","1713"
07/01/2017 18:00,"2037","2037"
07/01/2017 18:15,"864","864"
07/01/2017 18:30,"875","875"
07/01/2017 18:45,"1064","1064"
07/01/2017 19:00,"581","581"
07/01/2017 19:15,"395","395"
07/01/2017 19:30,"597","597"
07/01/2017 19:45,"576","576"
07/01/2017 20:00,"138","138"
07/01/2017 20:15,"113","113"
07/01/2017 20:30,"26","26"
07/01/2017 20:45,"0","0"
07/01/2017 21:00,"0","0"
07/01/2017 21:15,"0","0"
07/01/2017 21:30,"0","0"
07/01/2017 21:45,"0","0"
07/01/2017 22:00,"0","0"
07/01/2017 22:15,"0","0"
07/01/2017 22:30,"0","0"
07/01/2017 22:45,"0","0"
07/01/2017 23:00,"0","0"
07/01/2017 23:15,"0","0"
07/01/2017 23:30,"0","0"
07/01/2017 23:45,"0","0"
07/02/2017 00:00,"0","0"
07/02/2017 00:15,"0","0"
07/02/2017 00:30,"0","0"
07/02/2017 00:45,"0","0"
07/02/2017 01:00,"0","0"
07/02/2017 01:15,"0","0"
07/02/2017 01:30,"0","0"
07/02/2017 01:45,"0","0"
07/02/2017 02:00,"0","0"
07/02/2017 02:15,"0","0"
07/02/2017 02:30,"0","0"
07/02/2017 02:45,"0","0"
07/02/2017 03:00,"0","0"
07/02/2017 03:15,"0","0"
07/02/2017 03:30,"0","0"
07/02/2017 03:45,"0","0"
07/02/2017 04:00,"0","0"
07/02/2017 04:15,"0","0"
07/02/2017 04:30,"0","0"
07/02/2017 04:45,"0","0"
07/02/2017 05:00,"0","0"
07/02/2017 05:15,"0","0"
07/02/2017 05:30,"0","0"
07/02/2017 05:45,"0","0"
07/02/2017 06:00,"6","6"
07/02/2017 06:15,"20","20"
07/02/2017 06:30,"36","36"
07/02/2017 06:45,"0","0"
07/02/2017 07:00,"158.5","158.5"
07/02/2017 07:15,"603","603"
07/02/2017 07:30,"875","875"
07/02/2017 07:45,"1196","1196"
07/02/2017 08:00,"1528","1528"
07/02/2017 08:15,"1942","1942"
07/02/2017 08:30,"2312","2312"
07/02/2017 08:45,"2722","2722"
07/02/2017 09:00,"3062","3062"
07/02/2017 09:15,"3429","3429"
07/02/2017 09:30,"3666","3666"
07/02/2017 09:45,"3947","3947"
07/02/2017 10:00,"4153","4153"
07/02/2017 10:15,"4372","4372"
07/02/2017 10:30,"4555","4555"
07/02/2017 10:45,"4807","4807"
07/02/2017 11:00,"5089","5089"
07/02/2017 11:15,"2632","2632"
07/02/2017 11:30,"759","759"
07/02/2017 11:45,"6092","6092"
07/02/2017 12:00,"1811","1811"
07/02/2017 12:15,"2524","2524"
07/02/2017 12:30,"6663","6663"
07/02/2017 12:45,"6461","6461"
07/02/2017 13:00,"6387","6387"
07/02/2017 13:15,"1429","1429"
07/02/2017 13:30,"3313","3313"
07/02/2017 13:45,"5982","5982"
07/02/2017 14:00,"1285","1285"
07/02/2017 14:15,"5814","5814"
07/02/2017 14:30,"5859","5859"
07/02/2017 14:45,"1196","1196"
07/02/2017 15:00,"5720","5720"
07/02/2017 15:15,"1345","1345"
07/02/2017 15:30,"5407","5407"
07/02/2017 15:45,"4980","4980"
07/02/2017 16:00,"4935","4935"
07/02/2017 16:15,"4395","4395"
07/02/2017 16:30,"4727","4727"
07/02/2017 16:45,"4042","4042"
07/02/2017 17:00,"3778","3778"
07/02/2017 17:15,"3186","3186"
07/02/2017 17:30,"2478","2478"
07/02/2017 17:45,"2058","2058"
07/02/2017 18:00,"1073","1073"
07/02/2017 18:15,"737","737"
07/02/2017 18:30,"593","593"
07/02/2017 18:45,"512","512"
07/02/2017 19:00,"384","384"
07/02/2017 19:15,"300","300"
07/02/2017 19:30,"209","209"
07/02/2017 19:45,"163","163"
07/02/2017 20:00,"129","129"
07/02/2017 20:15,"47","47"
07/02/2017 20:30,"0","0"
07/02/2017 20:45,"0","0"
07/02/2017 21:00,"0","0"
07/02/2017 21:15,"0","0"
07/02/2017 21:30,"0","0"
07/02/2017 21:45,"0","0"
07/02/2017 22:00,"0","0"
07/02/2017 22:15,"0","0"
07/02/2017 22:30,"0","0"
07/02/2017 22:45,"0","0"
07/02/2017 23:00,"0","0"
07/02/2017 23:15,"0","0"
07/02/2017 23:30,"0","0"
07/02/2017 23:45,"0","0"
