Time,System Production (W),Solar Production (W)
06/19/2017 18:15,"222","222"
06/19/2017 18:30,"271","271"
06/19/2017 18:45,"335","335"
06/19/2017 19:00,"493","493"
06/19/2017 19:15,"329","329"
06/19/2017 19:30,"84","84"
06/19/2017 19:45,"102","102"
06/19/2017 20:00,"243","243"
06/19/2017 20:15,"148","148"
06/19/2017 20:30,"5","5"
06/19/2017 20:45,"0","0"
06/19/2017 21:00,"0","0"
06/19/2017 21:15,"0","0"
06/19/2017 21:30,"0","0"
06/19/2017 21:45,"0","0"
06/19/2017 22:00,"0","0"
06/19/2017 22:15,"0","0"
06/19/2017 22:30,"0","0"
06/19/2017 22:45,"0","0"
06/19/2017 23:00,"0","0"
06/19/2017 23:15,"0","0"
06/19/2017 23:30,"0","0"
06/19/2017 23:45,"0","0"
06/20/2017 00:00,"0","0"
06/20/2017 00:15,"0","0"
06/20/2017 00:30,"0","0"
06/20/2017 00:45,"0","0"
06/20/2017 01:00,"0","0"
06/20/2017 01:15,"0","0"
06/20/2017 01:30,"0","0"
06/20/2017 01:45,"0","0"
06/20/2017 02:00,"0","0"
06/20/2017 02:15,"0","0"
06/20/2017 02:30,"0","0"
06/20/2017 02:45,"0","0"
06/20/2017 03:00,"0","0"
06/20/2017 03:15,"0","0"
06/20/2017 03:30,"0","0"
06/20/2017 03:45,"0","0"
06/20/2017 04:00,"0","0"
06/20/2017 04:15,"0","0"
06/20/2017 04:30,"0","0"
06/20/2017 04:45,"0","0"
06/20/2017 05:00,"0","0"
06/20/2017 05:15,"0","0"
06/20/2017 05:30,"0","0"
06/20/2017 05:45,"0","0"
06/20/2017 06:00,"0","0"
06/20/2017 06:15,"0","0"
06/20/2017 06:30,"0","0"
06/20/2017 06:45,"96","96"
06/20/2017 07:00,"314","314"
06/20/2017 07:15,"678","678"
06/20/2017 07:30,"965","965"
06/20/2017 07:45,"1311","1311"
06/20/2017 08:00,"1644","1644"
06/20/2017 08:15,"2037","2037"
06/20/2017 08:30,"2482","2482"
06/20/2017 08:45,"2896","2896"
06/20/2017 09:00,"3238","3238"
06/20/2017 09:15,"3586","3586"
06/20/2017 09:30,"3831","3831"
06/20/2017 09:45,"4142","4142"
06/20/2017 10:00,"4418","4418"
06/20/2017 10:15,"4605","4605"
06/20/2017 10:30,"5297","5297"
06/20/2017 10:45,"5774","5774"
06/20/2017 11:00,"1794","1794"
06/20/2017 11:15,"2024","2024"
06/20/2017 11:30,"1020","1020"
06/20/2017 11:45,"2023","2023"
06/20/2017 12:00,"4709","4709"
06/20/2017 12:15,"1704","1704"
06/20/2017 12:30,"1219","1219"
06/20/2017 12:45,"6707","6707"
06/20/2017 13:00,"6642","6642"
06/20/2017 13:15,"6807","6807"
06/20/2017 13:30,"6372","6372"
06/20/2017 13:45,"6378","6378"
06/20/2017 14:00,"6599","6599"
06/20/2017 14:15,"6636","6636"
06/20/2017 14:30,"1545","1545"
06/20/2017 14:45,"6600","6600"
06/20/2017 15:00,"1910","1910"
06/20/2017 15:15,"4473","4473"
06/20/2017 15:30,"1420","1420"
06/20/2017 15:45,"5948","5948"
06/20/2017 16:00,"1892","1892"
06/20/2017 16:15,"5261","5261"
06/20/2017 16:30,"4579","4579"
06/20/2017 16:45,"4353","4353"
06/20/2017 17:00,"3749","3749"
06/20/2017 17:15,"3165","3165"
06/20/2017 17:30,"2678","2678"
06/20/2017 17:45,"2347","2347"
06/20/2017 18:00,"814","814"
06/20/2017 18:15,"511","511"
06/20/2017 18:30,"787","787"
06/20/2017 18:45,"739","739"
06/20/2017 19:00,"753","753"
06/20/2017 19:15,"395","395"
06/20/2017 19:30,"194","194"
06/20/2017 19:45,"186","186"
06/20/2017 20:00,"99","99"
06/20/2017 20:15,"39","39"
06/20/2017 20:30,"6","6"
06/20/2017 20:45,"0","0"
06/20/2017 21:00,"0","0"
06/20/2017 21:15,"0","0"
06/20/2017 21:30,"0","0"
06/20/2017 21:45,"0","0"
06/20/2017 22:00,"0","0"
06/20/2017 22:15,"0","0"
06/20/2017 22:30,"0","0"
06/20/2017 22:45,"0","0"
06/20/2017 23:00,"0","0"
06/20/2017 23:15,"0","0"
06/20/2017 23:30,"0","0"
06/20/2017 23:45,"0","0"
06/21/2017 00:00,"0","0"
06/21/2017 00:15,"0","0"
06/21/2017 00:30,"0","0"
06/21/2017 00:45,"0","0"
06/21/2017 01:00,"0","0"
06/21/2017 01:15,"0","0"
06/21/2017 01:30,"0","0"
06/21/2017 01:45,"0","0"
06/21/2017 02:00,"0","0"
06/21/2017 02:15,"0","0"
06/21/2017 02:30,"0","0"
06/21/2017 02:45,"0","0"
06/21/2017 03:00,"0","0"
06/21/2017 03:15,"0","0"
06/21/2017 03:30,"0","0"
06/21/2017 03:45,"0","0"
06/21/2017 04:00,"0","0"
06/21/2017 04:15,"0","0"
06/21/2017 04:30,"0","0"
06/21/2017 04:45,"0","0"
06/21/2017 05:00,"0","0"
06/21/2017 05:15,"0","0"
06/21/2017 05:30,"0","0"
06/21/2017 05:45,"0","0"
06/21/2017 06:00,"0","0"
06/21/2017 06:15,"0","0"
06/21/2017 06:30,"45","45"
06/21/2017 06:45,"358","358"
06/21/2017 07:00,"587","587"
06/21/2017 07:15,"1122","1122"
06/21/2017 07:30,"965","965"
06/21/2017 07:45,"836","836"
06/21/2017 08:00,"660","660"
06/21/2017 08:15,"2192","2192"
06/21/2017 08:30,"2478","2478"
06/21/2017 08:45,"3091","3091"
06/21/2017 09:00,"3827","3827"
06/21/2017 09:15,"3662","3662"
06/21/2017 09:30,"2238","2238"
06/21/2017 09:45,"4386","4386"
06/21/2017 10:00,"4819","4819"
06/21/2017 10:15,"874","874"
06/21/2017 10:30,"5496","5496"
06/21/2017 10:45,"5625","5625"
06/21/2017 11:00,"3221","3221"
06/21/2017 11:15,"3257","3257"
06/21/2017 11:30,"2551","2551"
06/21/2017 11:45,"6011","6011"
06/21/2017 12:00,"1618","1618"
06/21/2017 12:15,"6546","6546"
06/21/2017 12:30,"2636","2636"
06/21/2017 12:45,"6996","6996"
06/21/2017 13:00,"1617","1617"
06/21/2017 13:15,"2134","2134"
06/21/2017 13:30,"1543","1543"
06/21/2017 13:45,"6551","6551"
06/21/2017 14:00,"7073","7073"
06/21/2017 14:15,"7030","7030"
06/21/2017 14:30,"5532","5532"
06/21/2017 14:45,"3266","3266"
06/21/2017 15:00,"6453","6453"
06/21/2017 15:15,"2214","2214"
06/21/2017 15:30,"5331","5331"
06/21/2017 15:45,"5614","5614"
06/21/2017 16:00,"4558","4558"
06/21/2017 16:15,"3666","3666"
06/21/2017 16:30,"1955","1955"
06/21/2017 16:45,"4655","4655"
06/21/2017 17:00,"4216","4216"
06/21/2017 17:15,"2770","2770"
06/21/2017 17:30,"2739","2739"
06/21/2017 17:45,"1817","1817"
06/21/2017 18:00,"1402","1402"
06/21/2017 18:15,"551","551"
06/21/2017 18:30,"1272","1272"
06/21/2017 18:45,"737","737"
06/21/2017 19:00,"535","535"
06/21/2017 19:15,"314","314"
06/21/2017 19:30,"196","196"
06/21/2017 19:45,"154","154"
06/21/2017 20:00,"117","117"
06/21/2017 20:15,"58","58"
06/21/2017 20:30,"17","17"
06/21/2017 20:45,"0","0"
06/21/2017 21:00,"0","0"
06/21/2017 21:15,"0","0"
06/21/2017 21:30,"0","0"
06/21/2017 21:45,"0","0"
06/21/2017 22:00,"0","0"
06/21/2017 22:15,"0","0"
06/21/2017 22:30,"0","0"
06/21/2017 22:45,"0","0"
06/21/2017 23:00,"0","0"
06/21/2017 23:15,"0","0"
06/21/2017 23:30,"0","0"
06/21/2017 23:45,"0","0"
06/22/2017 00:00,"0","0"
06/22/2017 00:15,"0","0"
06/22/2017 00:30,"0","0"
06/22/2017 00:45,"0","0"
06/22/2017 01:00,"0","0"
06/22/2017 01:15,"0","0"
06/22/2017 01:30,"0","0"
06/22/2017 01:45,"0","0"
06/22/2017 02:00,"0","0"
06/22/2017 02:15,"0","0"
06/22/2017 02:30,"0","0"
06/22/2017 02:45,"0","0"
06/22/2017 03:00,"0","0"
06/22/2017 03:15,"0","0"
06/22/2017 03:30,"0","0"
06/22/2017 03:45,"0","0"
06/22/2017 04:00,"0","0"
06/22/2017 04:15,"0","0"
06/22/2017 04:30,"0","0"
06/22/2017 04:45,"0","0"
06/22/2017 05:00,"0","0"
06/22/2017 05:15,"0","0"
06/22/2017 05:30,"0","0"
06/22/2017 05:45,"0","0"
06/22/2017 06:00,"0","0"
06/22/2017 06:15,"0","0"
06/22/2017 06:30,"120","120"
06/22/2017 06:45,"240","240"
06/22/2017 07:00,"353","353"
06/22/2017 07:15,"604","604"
06/22/2017 07:30,"896","896"
06/22/2017 07:45,"1674","1674"
06/22/2017 08:00,"1120","1120"
06/22/2017 08:15,"1325","1325"
06/22/2017 08:30,"2529","2529"
06/22/2017 08:45,"2591","2591"
06/22/2017 09:00,"1777","1777"
06/22/2017 09:15,"4498","4498"
06/22/2017 09:30,"4060","4060"
06/22/2017 09:45,"1855","1855"
06/22/2017 10:00,"2868","2868"
06/22/2017 10:15,"3176","3176"
06/22/2017 10:30,"3283","3283"
06/22/2017 10:45,"1714","1714"
06/22/2017 11:00,"1493","1493"
06/22/2017 11:15,"1237","1237"
06/22/2017 11:30,"1303","1303"
06/22/2017 11:45,"444","444"
06/22/2017 12:00,"682","682"
06/22/2017 12:15,"598","598"
06/22/2017 12:30,"637","637"
06/22/2017 12:45,"933","933"
06/22/2017 13:00,"2923","2923"
06/22/2017 13:15,"5296","5296"
06/22/2017 13:30,"3471","3471"
06/22/2017 13:45,"3663","3663"
06/22/2017 14:00,"3133","3133"
06/22/2017 14:15,"3205","3205"
06/22/2017 14:30,"2683","2683"
06/22/2017 14:45,"2599","2599"
06/22/2017 15:00,"3158","3158"
06/22/2017 15:15,"3527","3527"
06/22/2017 15:30,"6173","6173"
06/22/2017 15:45,"5171","5171"
06/22/2017 16:00,"5472","5472"
06/22/2017 16:15,"2889","2889"
06/22/2017 16:30,"2578","2578"
06/22/2017 16:45,"3926","3926"
06/22/2017 17:00,"2773","2773"
06/22/2017 17:15,"3552","3552"
06/22/2017 17:30,"1341","1341"
06/22/2017 17:45,"1262","1262"
06/22/2017 18:00,"1448","1462"
06/22/2017 18:15,"659","659"
06/22/2017 18:30,"984","984"
06/22/2017 18:45,"590","590"
06/22/2017 19:00,"518","518"
06/22/2017 19:15,"428","428"
06/22/2017 19:30,"375","375"
06/22/2017 19:45,"378","378"
06/22/2017 20:00,"312","312"
06/22/2017 20:15,"187","187"
06/22/2017 20:30,"56","56"
06/22/2017 20:45,"0","0"
06/22/2017 21:00,"0","0"
06/22/2017 21:15,"0","0"
06/22/2017 21:30,"0","0"
06/22/2017 21:45,"0","0"
06/22/2017 22:00,"0","0"
06/22/2017 22:15,"0","0"
06/22/2017 22:30,"0","0"
06/22/2017 22:45,"0","0"
06/22/2017 23:00,"0","0"
06/22/2017 23:15,"0","0"
06/22/2017 23:30,"0","0"
06/22/2017 23:45,"0","0"
06/23/2017 00:00,"0","0"
06/23/2017 00:15,"0","0"
06/23/2017 00:30,"0","0"
06/23/2017 00:45,"0","0"
06/23/2017 01:00,"0","0"
06/23/2017 01:15,"0","0"
06/23/2017 01:30,"0","0"
06/23/2017 01:45,"0","0"
06/23/2017 02:00,"0","0"
06/23/2017 02:15,"0","0"
06/23/2017 02:30,"0","0"
06/23/2017 02:45,"0","0"
06/23/2017 03:00,"0","0"
06/23/2017 03:15,"0","0"
06/23/2017 03:30,"0","0"
06/23/2017 03:45,"0","0"
06/23/2017 04:00,"0","0"
06/23/2017 04:15,"0","0"
06/23/2017 04:30,"0","0"
06/23/2017 04:45,"0","0"
06/23/2017 05:00,"0","0"
06/23/2017 05:15,"0","0"
06/23/2017 05:30,"0","0"
06/23/2017 05:45,"0","0"
06/23/2017 06:00,"208","208"
06/23/2017 06:15,"138","138"
06/23/2017 06:30,"0","0"
06/23/2017 06:45,"0","0"
06/23/2017 07:00,"0","0"
06/23/2017 07:15,"37","37"
06/23/2017 07:30,"16","16"
06/23/2017 07:45,"62","62"
06/23/2017 08:00,"150","150"
06/23/2017 08:15,"787","787"
06/23/2017 08:30,"477","477"
06/23/2017 08:45,"571","571"
06/23/2017 09:00,"478","478"
06/23/2017 09:15,"595","595"
06/23/2017 09:30,"880","880"
06/23/2017 09:45,"539","539"
06/23/2017 10:00,"298","298"
06/23/2017 10:15,"347","347"
06/23/2017 10:30,"435","435"
06/23/2017 10:45,"649","649"
06/23/2017 11:00,"151","151"
06/23/2017 11:15,"2027","2027"
06/23/2017 11:30,"268","268"
06/23/2017 11:45,"544","544"
06/23/2017 12:00,"645","645"
06/23/2017 12:15,"615","615"
06/23/2017 12:30,"359","359"
06/23/2017 12:45,"312","312"
06/23/2017 13:00,"405","405"
06/23/2017 13:15,"311","311"
06/23/2017 13:30,"423","423"
06/23/2017 13:45,"577","577"
06/23/2017 14:00,"615","615"
06/23/2017 14:15,"621","621"
06/23/2017 14:30,"849","849"
06/23/2017 14:45,"939","939"
06/23/2017 15:00,"990","990"
06/23/2017 15:15,"873","873"
06/23/2017 15:30,"1020","1020"
06/23/2017 15:45,"2361","2361"
06/23/2017 16:00,"1903","1903"
06/23/2017 16:15,"1946","1946"
06/23/2017 16:30,"1787","1787"
06/23/2017 16:45,"2010","2010"
06/23/2017 17:00,"1432","1432"
06/23/2017 17:15,"1417","1417"
06/23/2017 17:30,"832","832"
06/23/2017 17:45,"407","407"
06/23/2017 18:00,"531","531"
06/23/2017 18:15,"429","429"
06/23/2017 18:30,"261","261"
06/23/2017 18:45,"175","175"
06/23/2017 19:00,"281","281"
06/23/2017 19:15,"240","240"
06/23/2017 19:30,"110","110"
06/23/2017 19:45,"74","74"
06/23/2017 20:00,"51","51"
06/23/2017 20:15,"0","0"
06/23/2017 20:30,"0","0"
06/23/2017 20:45,"0","0"
06/23/2017 21:00,"0","0"
06/23/2017 21:15,"0","0"
06/23/2017 21:30,"0","0"
06/23/2017 21:45,"0","0"
06/23/2017 22:00,"0","0"
06/23/2017 22:15,"0","0"
06/23/2017 22:30,"0","0"
06/23/2017 22:45,"0","0"
06/23/2017 23:00,"0","0"
06/23/2017 23:15,"0","0"
06/23/2017 23:30,"0","0"
06/23/2017 23:45,"0","0"
06/24/2017 00:00,"0","0"
06/24/2017 00:15,"0","0"
06/24/2017 00:30,"0","0"
06/24/2017 00:45,"0","0"
06/24/2017 01:00,"0","0"
06/24/2017 01:15,"0","0"
06/24/2017 01:30,"0","0"
06/24/2017 01:45,"0","0"
06/24/2017 02:00,"0","0"
06/24/2017 02:15,"0","0"
06/24/2017 02:30,"0","0"
06/24/2017 02:45,"0","0"
06/24/2017 03:00,"0","0"
06/24/2017 03:15,"0","0"
06/24/2017 03:30,"0","0"
06/24/2017 03:45,"0","0"
06/24/2017 04:00,"0","0"
06/24/2017 04:15,"0","0"
06/24/2017 04:30,"0","0"
06/24/2017 04:45,"0","0"
06/24/2017 05:00,"0","0"
06/24/2017 05:15,"0","0"
06/24/2017 05:30,"0","0"
06/24/2017 05:45,"0","0"
06/24/2017 06:00,"22","22"
06/24/2017 06:15,"23","23"
06/24/2017 06:30,"31","31"
06/24/2017 06:45,"127","127"
06/24/2017 07:00,"322","322"
06/24/2017 07:15,"629","629"
06/24/2017 07:30,"944","944"
06/24/2017 07:45,"1783","1783"
06/24/2017 08:00,"2282","2282"
06/24/2017 08:15,"1468","1468"
06/24/2017 08:30,"1362","1362"
06/24/2017 08:45,"1221","1221"
06/24/2017 09:00,"3652","3652"
06/24/2017 09:15,"1479","1479"
06/24/2017 09:30,"3798","3798"
06/24/2017 09:45,"4315","4315"
06/24/2017 10:00,"5154","5154"
06/24/2017 10:15,"4965","4965"
06/24/2017 10:30,"4836","4836"
06/24/2017 10:45,"4996","4996"
06/24/2017 11:00,"5168","5168"
06/24/2017 11:15,"5406","5406"
06/24/2017 11:30,"5032","5032"
06/24/2017 11:45,"5813","5813"
06/24/2017 12:00,"5994","5994"
06/24/2017 12:15,"7154","7154"
06/24/2017 12:30,"6950","6950"
06/24/2017 12:45,"6440","6440"
06/24/2017 13:00,"6303","6303"
06/24/2017 13:15,"3929","3929"
06/24/2017 13:30,"7057","7057"
06/24/2017 13:45,"6750","6750"
06/24/2017 14:00,"1913","1913"
06/24/2017 14:15,"3681","3681"
06/24/2017 14:30,"6587","6587"
06/24/2017 14:45,"1278","1278"
06/24/2017 15:00,"6185","6185"
06/24/2017 15:15,"6148","6148"
06/24/2017 15:30,"958","958"
06/24/2017 15:45,"5313","5313"
06/24/2017 16:00,"1252","1252"
06/24/2017 16:15,"1101","1101"
06/24/2017 16:30,"4732","4732"
06/24/2017 16:45,"735","735"
06/24/2017 17:00,"5225","5225"
06/24/2017 17:15,"1643","1643"
06/24/2017 17:30,"640","640"
06/24/2017 17:45,"2151","2151"
06/24/2017 18:00,"1715","1715"
06/24/2017 18:15,"1198","1198"
06/24/2017 18:30,"978","978"
06/24/2017 18:45,"381","381"
06/24/2017 19:00,"240","240"
06/24/2017 19:15,"323","323"
06/24/2017 19:30,"437","437"
06/24/2017 19:45,"355","355"
06/24/2017 20:00,"438","438"
06/24/2017 20:15,"111","111"
06/24/2017 20:30,"20","20"
06/24/2017 20:45,"0","0"
06/24/2017 21:00,"0","0"
06/24/2017 21:15,"0","0"
06/24/2017 21:30,"0","0"
06/24/2017 21:45,"0","0"
06/24/2017 22:00,"0","0"
06/24/2017 22:15,"0","0"
06/24/2017 22:30,"0","0"
06/24/2017 22:45,"0","0"
06/24/2017 23:00,"0","0"
06/24/2017 23:15,"0","0"
06/24/2017 23:30,"0","0"
06/24/2017 23:45,"0","0"
06/25/2017 00:00,"0","0"
06/25/2017 00:15,"0","0"
06/25/2017 00:30,"0","0"
06/25/2017 00:45,"0","0"
06/25/2017 01:00,"0","0"
06/25/2017 01:15,"0","0"
06/25/2017 01:30,"0","0"
06/25/2017 01:45,"0","0"
06/25/2017 02:00,"0","0"
06/25/2017 02:15,"0","0"
06/25/2017 02:30,"0","0"
06/25/2017 02:45,"0","0"
06/25/2017 03:00,"0","0"
06/25/2017 03:15,"0","0"
06/25/2017 03:30,"0","0"
06/25/2017 03:45,"0","0"
06/25/2017 04:00,"0","0"
06/25/2017 04:15,"0","0"
06/25/2017 04:30,"0","0"
06/25/2017 04:45,"0","0"
06/25/2017 05:00,"0","0"
06/25/2017 05:15,"0","0"
06/25/2017 05:30,"0","0"
06/25/2017 05:45,"0","0"
06/25/2017 06:00,"0","0"
06/25/2017 06:15,"0","0"
06/25/2017 06:30,"0","0"
06/25/2017 06:45,"60","60"
06/25/2017 07:00,"413","413"
06/25/2017 07:15,"398","398"
06/25/2017 07:30,"983","983"
06/25/2017 07:45,"1286","1286"
06/25/2017 08:00,"1603","1603"
06/25/2017 08:15,"2045","2045"
06/25/2017 08:30,"2504","2504"
06/25/2017 08:45,"2918","2918"
06/25/2017 09:00,"3240","3240"
06/25/2017 09:15,"3585","3585"
06/25/2017 09:30,"3869","3869"
06/25/2017 09:45,"4095","4095"
06/25/2017 10:00,"4370","4370"
06/25/2017 10:15,"4643","4643"
06/25/2017 10:30,"5173","5173"
06/25/2017 10:45,"3976","3976"
06/25/2017 11:00,"1756","1756"
06/25/2017 11:15,"5768","5768"
06/25/2017 11:30,"6359","6359"
06/25/2017 11:45,"6501","6501"
06/25/2017 12:00,"2911","2911"
06/25/2017 12:15,"1583","1583"
06/25/2017 12:30,"7088","7088"
06/25/2017 12:45,"1677","1677"
06/25/2017 13:00,"6297","6297"
06/25/2017 13:15,"6609","6609"
06/25/2017 13:30,"6827","6827"
06/25/2017 13:45,"6662","6662"
06/25/2017 14:00,"6684","6684"
06/25/2017 14:15,"6248","6248"
06/25/2017 14:30,"2003","2003"
06/25/2017 14:45,"1797","1797"
06/25/2017 15:00,"6853","6853"
06/25/2017 15:15,"1561","1561"
06/25/2017 15:30,"5845","5845"
06/25/2017 15:45,"6426","6426"
06/25/2017 16:00,"6576","6576"
06/25/2017 16:15,"1533","1533"
06/25/2017 16:30,"1183","1183"
06/25/2017 16:45,"5662","5662"
06/25/2017 17:00,"1932","1932"
06/25/2017 17:15,"2359","2359"
06/25/2017 17:30,"1747","1747"
06/25/2017 17:45,"1111","1111"
06/25/2017 18:00,"717","717"
06/25/2017 18:15,"902","902"
06/25/2017 18:30,"687","687"
06/25/2017 18:45,"522","522"
06/25/2017 19:00,"381","381"
06/25/2017 19:15,"358","358"
06/25/2017 19:30,"251","251"
06/25/2017 19:45,"169","169"
06/25/2017 20:00,"129","129"
06/25/2017 20:15,"83","83"
06/25/2017 20:30,"30","30"
06/25/2017 20:45,"0","0"
06/25/2017 21:00,"0","0"
06/25/2017 21:15,"0","0"
06/25/2017 21:30,"0","0"
06/25/2017 21:45,"0","0"
06/25/2017 22:00,"0","0"
06/25/2017 22:15,"0","0"
06/25/2017 22:30,"0","0"
06/25/2017 22:45,"0","0"
06/25/2017 23:00,"0","0"
06/25/2017 23:15,"0","0"
06/25/2017 23:30,"0","0"
06/25/2017 23:45,"0","0"
