Time,System Production (W),Solar Production (W)
06/02/2017 18:45,"512","512"
06/02/2017 19:00,"506","506"
06/02/2017 19:15,"356","356"
06/02/2017 19:30,"300","300"
06/02/2017 19:45,"236","236"
06/02/2017 20:00,"128","128"
06/02/2017 20:15,"24","24"
06/02/2017 20:30,"0","0"
06/02/2017 20:45,"0","0"
06/02/2017 21:00,"0","0"
06/02/2017 21:15,"0","0"
06/02/2017 21:30,"0","0"
06/02/2017 21:45,"0","0"
06/02/2017 22:00,"0","0"
06/02/2017 22:15,"0","0"
06/02/2017 22:30,"0","0"
06/02/2017 22:45,"0","0"
06/02/2017 23:00,"0","0"
06/02/2017 23:15,"0","0"
06/02/2017 23:30,"0","0"
06/02/2017 23:45,"0","0"
06/03/2017 00:00,"0","0"
06/03/2017 00:15,"0","0"
06/03/2017 00:30,"0","0"
06/03/2017 00:45,"0","0"
06/03/2017 01:00,"0","0"
06/03/2017 01:15,"0","0"
06/03/2017 01:30,"0","0"
06/03/2017 01:45,"0","0"
06/03/2017 02:00,"0","0"
06/03/2017 02:15,"0","0"
06/03/2017 02:30,"0","0"
06/03/2017 02:45,"0","0"
06/03/2017 03:00,"0","0"
06/03/2017 03:15,"0","0"
06/03/2017 03:30,"0","0"
06/03/2017 03:45,"0","0"
06/03/2017 04:00,"0","0"
06/03/2017 04:15,"0","0"
06/03/2017 04:30,"0","0"
06/03/2017 04:45,"0","0"
06/03/2017 05:00,"0","0"
06/03/2017 05:15,"0","0"
06/03/2017 05:30,"0","0"
06/03/2017 05:45,"0","0"
06/03/2017 06:00,"0","0"
06/03/2017 06:15,"0","0"
06/03/2017 06:30,"184","184"
06/03/2017 06:45,"322","322"
06/03/2017 07:00,"417","417"
06/03/2017 07:15,"611","611"
06/03/2017 07:30,"983","983"
06/03/2017 07:45,"1131","1131"
06/03/2017 08:00,"1926","1926"
06/03/2017 08:15,"1853","1853"
06/03/2017 08:30,"2535","2535"
06/03/2017 08:45,"2436","2436"
06/03/2017 09:00,"2343","2343"
06/03/2017 09:15,"3690","3690"
06/03/2017 09:30,"3819","3819"
06/03/2017 09:45,"4084","4084"
06/03/2017 10:00,"4280","4280"
06/03/2017 10:15,"4466","4466"
06/03/2017 10:30,"4669","4669"
06/03/2017 10:45,"4898","4898"
06/03/2017 11:00,"5234","5234"
06/03/2017 11:15,"4812","4812"
06/03/2017 11:30,"5504","5504"
06/03/2017 11:45,"5573","5573"
06/03/2017 12:00,"5643","5643"
06/03/2017 12:15,"5732","5732"
06/03/2017 12:30,"5778","5778"
06/03/2017 12:45,"5762","5762"
06/03/2017 13:00,"5671","5671"
06/03/2017 13:15,"5650","5650"
06/03/2017 13:30,"5671","5671"
06/03/2017 13:45,"5681","5681"
06/03/2017 14:00,"5726","5726"
06/03/2017 14:15,"5691","5691"
06/03/2017 14:30,"4801","4801"
06/03/2017 14:45,"3913","3913"
06/03/2017 15:00,"4712","4712"
06/03/2017 15:15,"4591","4591"
06/03/2017 15:30,"5449","5449"
06/03/2017 15:45,"4704","4704"
06/03/2017 16:00,"4855","4855"
06/03/2017 16:15,"4464","4464"
06/03/2017 16:30,"4603","4603"
06/03/2017 16:45,"4007","4007"
06/03/2017 17:00,"3043","3043"
06/03/2017 17:15,"2918","2918"
06/03/2017 17:30,"2318","2318"
06/03/2017 17:45,"1578","1578"
06/03/2017 18:00,"1184","1184"
06/03/2017 18:15,"987","987"
06/03/2017 18:30,"602","602"
06/03/2017 18:45,"795","795"
06/03/2017 19:00,"703","703"
06/03/2017 19:15,"531","531"
06/03/2017 19:30,"400","400"
06/03/2017 19:45,"269","269"
06/03/2017 20:00,"135","135"
06/03/2017 20:15,"49","49"
06/03/2017 20:30,"0","0"
06/03/2017 20:45,"0","0"
06/03/2017 21:00,"0","0"
06/03/2017 21:15,"0","0"
06/03/2017 21:30,"0","0"
06/03/2017 21:45,"0","0"
06/03/2017 22:00,"0","0"
06/03/2017 22:15,"0","0"
06/03/2017 22:30,"0","0"
06/03/2017 22:45,"0","0"
06/03/2017 23:00,"0","0"
06/03/2017 23:15,"0","0"
06/03/2017 23:30,"0","0"
06/03/2017 23:45,"0","0"
06/04/2017 00:00,"0","0"
06/04/2017 00:15,"0","0"
06/04/2017 00:30,"0","0"
06/04/2017 00:45,"0","0"
06/04/2017 01:00,"0","0"
06/04/2017 01:15,"0","0"
06/04/2017 01:30,"0","0"
06/04/2017 01:45,"0","0"
06/04/2017 02:00,"0","0"
06/04/2017 02:15,"0","0"
06/04/2017 02:30,"0","0"
06/04/2017 02:45,"0","0"
06/04/2017 03:00,"0","0"
06/04/2017 03:15,"0","0"
06/04/2017 03:30,"0","0"
06/04/2017 03:45,"0","0"
06/04/2017 04:00,"0","0"
06/04/2017 04:15,"0","0"
06/04/2017 04:30,"0","0"
06/04/2017 04:45,"0","0"
06/04/2017 05:00,"0","0"
06/04/2017 05:15,"0","0"
06/04/2017 05:30,"0","0"
06/04/2017 05:45,"0","0"
06/04/2017 06:00,"17","17"
06/04/2017 06:15,"20","20"
06/04/2017 06:30,"36","36"
06/04/2017 06:45,"229","229"
06/04/2017 07:00,"247","247"
06/04/2017 07:15,"289","289"
06/04/2017 07:30,"254","254"
06/04/2017 07:45,"445","445"
06/04/2017 08:00,"956","956"
06/04/2017 08:15,"936","936"
06/04/2017 08:30,"1162","1162"
06/04/2017 08:45,"985","985"
06/04/2017 09:00,"454","454"
06/04/2017 09:15,"283","283"
06/04/2017 09:30,"901","901"
06/04/2017 09:45,"1647","1647"
06/04/2017 10:00,"2504","2504"
06/04/2017 10:15,"2506","2506"
06/04/2017 10:30,"1008","1008"
06/04/2017 10:45,"712","712"
06/04/2017 11:00,"867","867"
06/04/2017 11:15,"577","577"
06/04/2017 11:30,"1018","1018"
06/04/2017 11:45,"563","563"
06/04/2017 12:00,"1505","1505"
06/04/2017 12:15,"3559","3559"
06/04/2017 12:30,"2334","2334"
06/04/2017 12:45,"3965","3965"
06/04/2017 13:00,"3672","3672"
06/04/2017 13:15,"3349","3349"
06/04/2017 13:30,"2902","2902"
06/04/2017 13:45,"1969","1969"
06/04/2017 14:00,"6131","6131"
06/04/2017 14:15,"3145","3145"
06/04/2017 14:30,"4226","4226"
06/04/2017 14:45,"5165","5165"
06/04/2017 15:00,"4289","4289"
06/04/2017 15:15,"1955","1955"
06/04/2017 15:30,"4328","4328"
06/04/2017 15:45,"2735","2735"
06/04/2017 16:00,"1047","1047"
06/04/2017 16:15,"1931","1931"
06/04/2017 16:30,"749","749"
06/04/2017 16:45,"3900","3900"
06/04/2017 17:00,"3157","3157"
06/04/2017 17:15,"2961","2961"
06/04/2017 17:30,"2139","2139"
06/04/2017 17:45,"1586","1586"
06/04/2017 18:00,"979","979"
06/04/2017 18:15,"1023","1023"
06/04/2017 18:30,"825","825"
06/04/2017 18:45,"601","601"
06/04/2017 19:00,"430","430"
06/04/2017 19:15,"565","565"
06/04/2017 19:30,"566","566"
06/04/2017 19:45,"274","274"
06/04/2017 20:00,"154","154"
06/04/2017 20:15,"94","94"
06/04/2017 20:30,"0","0"
06/04/2017 20:45,"0","0"
06/04/2017 21:00,"0","0"
06/04/2017 21:15,"0","0"
06/04/2017 21:30,"0","0"
06/04/2017 21:45,"0","0"
06/04/2017 22:00,"0","0"
06/04/2017 22:15,"0","0"
06/04/2017 22:30,"0","0"
06/04/2017 22:45,"0","0"
06/04/2017 23:00,"0","0"
06/04/2017 23:15,"0","0"
06/04/2017 23:30,"0","0"
06/04/2017 23:45,"0","0"
